# census population snapshot — the ROW LIST, not the tally
# taken: 2026-08-25T03:22Z · session_stanley_20260824_git_p7b_the_second_lane_re_derived  (SECOND taking)
# WHY THIS FILE EXISTS (F-P7b-u): sitting 20 ruled 'a tally compared across sittings is evidence
#   only if the population is compared too', then recorded a tally WITHOUT the population. One
#   sitting later a FAIL_NOOP 8->9 delta could not be attributed, because the baseline it was
#   compared against had been RECONSTRUCTED rather than recorded. secret_gate_census.md line 24
#   carries an identical undischarged debt ('population +1, attribution owed'). Numbers do not
#   diff; populations do. Regenerate this file each sitting and diff IT.
#
# FIRST EXERCISE (sitting 22, this taking) — the remedy discriminated on its first run:
#   SECRET_GATE 128 -> 127 rows. Exactly ONE removal: adna-lab-fo3-tip-bind (was PASS).
#   Tally moved PASS 9 -> 8, and the removal accounts for it ENTIRELY. Zero additions, zero
#   verdict changes on rows present in both ⇒ NOT a regression, and attributable in one step.
#   Verified the departure is real, not an enumerator artifact: the dir is gone from disk while
#   both adna-lab-* siblings remain at the same depth with worktree registrations intact.
#   WRAPPER_COPY 61 -> 61: zero added, zero removed, zero verdict changes.
# ⛔ STILL UNRESOLVABLE, and stated so rather than quietly dropped: sitting 21's FAIL_NOOP 8->9
#   cannot be retro-attributed. This file's first taking already recorded 9, so no recorded
#   population at 8 exists. The remedy covers forward, never backward. FAIL_NOOP is 9 here too.
# regenerate: bash how/tests/census_secret_gate.sh / census_wrapper_copy.sh
#   ⚠ flags are SPACE-separated (--format tsv). '--format=tsv' is an unknown arg -> exit 2, no
#     rows. A caller that ignores the exit code reads the empty output as 'population is empty'
#     and reports every row as REMOVED. That happened at this sitting and was caught by reading
#     the output (129 removals is absurd on its face). CHECK THE EXIT CODE.
#
## SECRET_GATE
.adna	FAIL_NONE
adna-lab-h2d-l9	PASS
adna-lab-instruments	PASS
aDNA.aDNA	FAIL_NOOP
aDNALabs.aDNA	PASS
aiLP-Dataroom.aDNA	PASS_EQUIV
APScheduler.aDNA	PASS_EQUIV
Archive.aDNA	PASS_EQUIV
Archive.aDNA/_archive/kinn_sales_demo	FAIL_NONE
Archive.aDNA/_archive/kinn_sales_system	FAIL_NONE
Archive.aDNA/_archive/lattice-edge	FAIL_NONE
Archive.aDNA/_archive/strategic_interface_protocol_aDNA	FAIL_NONE
Archive.aDNA/_archive/whitepaper_predecessor	FAIL_NONE
Archive.aDNA/_archive/wilhelm-foundation/rare-archive	FAIL_NONE
Archive.aDNA/AI4Science.aDNA	FAIL_NONE
Archive.aDNA/CanvasForge.aDNA	FAIL_NONE
Archive.aDNA/ComfyForge.aDNA	FAIL_NONE
Archive.aDNA/ComicForge.aDNA	FAIL_NONE
Archive.aDNA/ContextCompass.aDNA	FAIL_NONE
Archive.aDNA/DataRoom.aDNA	FAIL_NONE
Archive.aDNA/DataRoom.aDNA/what/dataroom	PASS_STRONGER
Archive.aDNA/FirstLight.aDNA	FAIL_NONE
Archive.aDNA/lattice-labs	FAIL_NONE
Archive.aDNA/LatticeAgent.aDNA	FAIL_NONE
Archive.aDNA/LatticeLabs.aDNA	FAIL_NONE
Archive.aDNA/LatticeTerminal.aDNA	FAIL_NONE
Archive.aDNA/LiteratureForge.aDNA	FAIL_LEGACY_SANITIZE
Archive.aDNA/LPWhitepaper.aDNA	FAIL_NONE
Archive.aDNA/RareHarnessOld.aDNA	FAIL_NONE
Archive.aDNA/VideosOld.aDNA	FAIL_NOOP
Astro.aDNA	PASS_EQUIV
AWSBootstrap.aDNA	PASS_EQUIV
Bearly.aDNA	PASS_EQUIV
Bitwarden.aDNA	FAIL_NONE
Caddy.aDNA	PASS_EQUIV
CakeHealth.aDNA	PASS_EQUIV
CakeProtocol.aDNA	PASS_EQUIV
Canvas.aDNA	PASS_EQUIV
ComfyUI.aDNA	FAIL_NOOP
Container.aDNA	PASS_EQUIV
Context.aDNA	PASS_EQUIV
Context.aDNA/what/contextscope	FAIL_NOOP
ContextCommons.aDNA	PASS_EQUIV
D3.aDNA	PASS_EQUIV
Dashboards.aDNA	PASS_EQUIV
Dashboards.aDNA/what/intake/athena/repo	FAIL_NONE
Datarooms.aDNA	PASS_EQUIV
Datasets.aDNA	PASS_EQUIV
Emacs.aDNA	PASS_EQUIV
Exchange.aDNA	PASS_EQUIV
FastAPI.aDNA	PASS_EQUIV
Fluxer.aDNA	PASS_EQUIV
Forgejo.aDNA	PASS_EQUIV
Git.aDNA	PASS_EQUIV
GOTFN.aDNA	FAIL_NONE
Groupware.aDNA	PASS_EQUIV
Harness.aDNA	PASS_EQUIV
Harness.aDNA/what/harness	FAIL_NOOP
Home.aDNA	FAIL_NONE
III.aDNA	PASS_EQUIV
Inference.aDNA	PASS_EQUIV
Jupyter.aDNA	PASS_EQUIV
Jupyter.aDNA/what/lab	PASS
Jupyter.aDNA/what/lab-workspace	FAIL_NOOP
latlab-fencing-token	PASS
latlab-m-l13_5	PASS
latlab-ws1-ledger	PASS
LatticeProtocol.aDNA	PASS_EQUIV
LatticeProtocol.aDNA/what/latticeprotocol	FAIL_NOOP
LAVentureGraph.aDNA	PASS_EQUIV
Lighthouse.aDNA	PASS_EQUIV
llama.cpp	FAIL_NONE
LlamaCppForge.aDNA	PASS_EQUIV
MagnaPetra.aDNA	PASS_EQUIV
Molecules.aDNA	PASS_EQUIV
Molecules.aDNA/what/moleculeforge	FAIL_NONE
Nebula.aDNA	PASS_EQUIV
Neo4j.aDNA	PASS_EQUIV
Network.aDNA	PASS_EQUIV
Nextcloud.aDNA	PASS_EQUIV
Obsidian.aDNA	PASS_EQUIV
operations_jake.aDNA	FAIL_NONE
operations_stanley.aDNA	FAIL_NONE
Operations.aDNA	PASS_EQUIV
Operations.aDNA/what/c08-liaison-package	FAIL_NONE
Operations.aDNA/what/operations-bridge	FAIL_NOOP
Operations.aDNA/what/operations-web	FAIL_NONE
Operations.aDNA/what/operations-webforge	FAIL_NONE
Oration.aDNA	PASS_EQUIV
Organization.aDNA	PASS_EQUIV
PercySleep.aDNA	FAIL_LEGACY_SANITIZE
PercySleep.aDNA/what/percysleep_code/Percy_Firmware	FAIL_NONE
PercySleep.aDNA/what/percysleep_code/percy-adapter	FAIL_NONE
PercySleep.aDNA/what/percysleep_code/percy-adapter-2549379	FAIL_NONE
PercySleep.aDNA/what/percysleep_code/percy-adapter-hypnos-fork	FAIL_NONE
Prefect.aDNA	PASS_EQUIV
RareAnthropic.aDNA	FAIL_NONE
RareArchive.aDNA	PASS_EQUIV
RareArchive.aDNA/what/rare-archive	FAIL_NONE
RareGraph.aDNA	PASS_EQUIV
React.aDNA	PASS_EQUIV
RealityScan.aDNA	PASS_EQUIV
Regenesis.aDNA	PASS_EQUIV
RemoteControl.aDNA	PASS_EQUIV
ScienceStanley.aDNA	FAIL_NOOP
Spacemacs.aDNA	PASS_EQUIV
Spacemacs.aDNA/.publish-clone	FAIL_NONE
Store.aDNA	PASS_EQUIV
StrongerWithScience.aDNA	PASS_EQUIV
SuperLeague.aDNA	PASS_EQUIV
Tailwind.aDNA	PASS_EQUIV
TappProtocol.aDNA	PASS_EQUIV
Terminal.aDNA	PASS_EQUIV
ThreeJS.aDNA	PASS_EQUIV
TypeScript.aDNA	PASS_EQUIV
VAAS.aDNA	PASS_EQUIV
Vercel.aDNA	PASS_EQUIV
Videos.aDNA	PASS_EQUIV
VisualDNA.aDNA	PASS_EQUIV
Warp.aDNA	PASS_EQUIV
WebForge.aDNA	PASS_EQUIV
wga.aDNA	PASS_EQUIV
WGS.aDNA	PASS
WilhelmAI.aDNA	FAIL_NONE
WorldGenome.aDNA	PASS_EQUIV
ZenZachary.aDNA	PASS_EQUIV
zeta.aDNA	PASS_EQUIV
#
## WRAPPER_COPY
aDNA.aDNA	P3_SKELETON_FAIL_OPEN
aDNALabs.aDNA	V2_0_X
APScheduler.aDNA	COPY_ABSENT
Archive.aDNA/AI4Science.aDNA	COPY_ABSENT
Archive.aDNA/VideosOld.aDNA	P3_SKELETON_FAIL_OPEN
Astro.aDNA	P3_SKELETON_FAIL_OPEN
AWSBootstrap.aDNA	P3_SKELETON_FAIL_OPEN
Bearly.aDNA	COPY_ABSENT
Bitwarden.aDNA	COPY_ABSENT
Caddy.aDNA	P3_SKELETON_FAIL_OPEN
Canvas.aDNA	P3_SKELETON_FAIL_OPEN
ComfyUI.aDNA	P3_SKELETON_FAIL_OPEN
Container.aDNA	P3_SKELETON_FAIL_OPEN
Context.aDNA	P3_SKELETON_FAIL_OPEN
ContextCommons.aDNA	P3_SKELETON_FAIL_OPEN
D3.aDNA	COPY_ABSENT
Dashboards.aDNA	COPY_ABSENT
Emacs.aDNA	COPY_ABSENT
Exchange.aDNA	COPY_ABSENT
FastAPI.aDNA	COPY_ABSENT
Fluxer.aDNA	COPY_ABSENT
Forgejo.aDNA	P3_SKELETON_FAIL_OPEN
Git.aDNA	V2_1_X
GOTFN.aDNA	COPY_ABSENT
Groupware.aDNA	P3_SKELETON_FAIL_OPEN
Harness.aDNA	P3_SKELETON_FAIL_OPEN
III.aDNA	P3_SKELETON_FAIL_OPEN
Inference.aDNA	COPY_ABSENT
Jupyter.aDNA	V2_0_X
LatticeProtocol.aDNA	P3_SKELETON_FAIL_OPEN
LAVentureGraph.aDNA	P3_SKELETON_FAIL_OPEN
Lighthouse.aDNA	P3_SKELETON_FAIL_OPEN
Molecules.aDNA	P3_SKELETON_FAIL_OPEN
Nebula.aDNA	P3_SKELETON_FAIL_OPEN
Neo4j.aDNA	COPY_ABSENT
Network.aDNA	P3_SKELETON_FAIL_OPEN
Nextcloud.aDNA	P3_SKELETON_FAIL_OPEN
Obsidian.aDNA	P3_SKELETON_FAIL_OPEN
Operations.aDNA	P3_SKELETON_FAIL_OPEN
Oration.aDNA	P3_SKELETON_FAIL_OPEN
Organization.aDNA	COPY_ABSENT
Prefect.aDNA	COPY_ABSENT
React.aDNA	COPY_ABSENT
RealityScan.aDNA	COPY_ABSENT
RemoteControl.aDNA	P3_SKELETON_FAIL_OPEN
ScienceStanley.aDNA	P3_SKELETON_FAIL_OPEN
